corpus,sample,dataset,token,before,word,after
PENN,stat-1580-e2-h,ity,authority,t further enacted by the ,Authoritie," aforesaid , That after T"
PENN,stat-1580-e2-h,ity,authority, of this Acte shall have ,Authoritie, to mynister an Othe in t
PENN,stat-1580-e2-h,ity,authority,hin the Lymitt~ of their ,Authoritie," and Co~mission , to enqu"
PENN,stat-1580-e2-h,ity,authority, of this Acte shall have ,Authoritie, to mynister and gyve an 
PENN,stat-1580-e2-h,ity,authority," as without , shall have ",Authoritie," in their Sessions , with"
PENN,stat-1580-e2-p2,ity,authority,bedience to any p~tended ,aucthoritie," of the Sea of Rome , or"
PENN,stat-1580-e2-p2,ity,authority,eon nowe by her Highenes ,aucthoritie, established within her 
PENN,stat-1580-e2-p2,ity,authority,to obey the said usurped ,aucthoritie," of Rome , and in respec"
PENN,stat-1580-e2-p2,ity,authority,at it bee enacted by the ,aucthoritie, of this presente Parlia
PENN,stat-1580-e2-p2,ity,authority,o further enacted by the ,aucthoritie," aforesayd , That every "
PENN,stat-1580-e2-p2,ity,authority,lared and enacted by the ,aucthoritie, of this p~sent Parliame
PENN,stat-1580-e2-p2,ity,authority,nce to any such p~tended ,Aucthoritie, Prince State or Potenta
PENN,stat-1580-e2-p2,ity,authority,hat it be enacted by the ,authoritie, of this present Parliame
PENN,stat-1590-e2-h,ity,authority,t : Be it enacted by the ,aucthoritie, of this p~sent Parliame
PENN,stat-1590-e2-h,ity,authority,t further enacted by the ,aucthoritie," aforesaide , That noe p"
PENN,stat-1590-e2-h,ity,authority,hall have full power and ,aucthoritie, by vertue of this Acte 
PENN,stat-1590-e2-h,ity,authority,s : Be it enacted by the ,aucthoritie," aforesaide , That it sh"
PENN,stat-1590-e2-h,ity,authority,e further Inacted by the ,authoritie," aforesaide , That eiche "
PENN,stat-1590-e2-h,ity,authority,this Acte have power and ,authoritie, to enter in the daye tym
PENN,stat-1590-e2-h,ity,authority,"t assembled , and by the ",Authoritie," of the same , That noe p"
PENN,stat-1590-e2-h,ity,authority,"t assembled , and by the ",Authoritie," of the same , That yf an"
PENN,stat-1590-e2-h,ity,authority,and be it enacted by the ,authoritie," aforesaide , That if any"
PENN,stat-1590-e2-h,ity,authority,vertheles enacted by the ,authoritie," aforesaide , That if any"
PENN,stat-1590-e2-h,ity,authority, nevertheles inacted by ,thaucthoritie," aforesaide , That if a"
PENN,stat-1590-e2-h,ity,authority,~sent Parliament and by ,thaucthoritie," of the same , That it "
PENN,stat-1590-e2-h,ity,authority,enacted and declared by ,thauctoritie," aforesaide , That two J"
PENN,stat-1600-e2-h,ity,authority,"t assembled , and by the ",authoritie," of the same , That if af"
PENN,stat-1600-e2-h,ity,authority,ies and be it enacted by ,authoritie, of this p~sent Parliamen
PENN,stat-1600-e2-h,ity,authority,t further enacted by the ,authoritie," aforesaide , That if the"
PENN,stat-1600-e2-h,ity,authority,t further enacted by the ,authoritie," aforesaide , That if any"
PENN,stat-1600-e2-h,ity,authority,and be it enacted by the ,authoritie, of this p~sent Parliamen
PENN,stat-1600-e2-h,ity,authority,"e , shall have power and ",authoritie," by force of this Acte , "
PENN,stat-1600-e2-h,ity,authority,therefore enacted by the ,Authoritie, of this present Parliame
PENN,stat-1600-e2-h,ity,authority,t further enacted by the ,authoritie," aforesaide , That it sha"
PENN,stat-1600-e2-h,ity,authority,and be it enacted by the ,Authoritie," aforesaide , That this A"
PENN,stat-1600-e2-h,ity,authority,"y , Be it enacted by the ",authoritie, of this p~sent Parliamen
PENN,stat-1600-e2-h,ity,authority,"t assembled , and by the ",authoritie," of the same , That the S"
PENN,stat-1600-e2-h,ity,authority,t further enacted by the ,authoritie," aforesaide , That if any"
PENN,stat-1600-e2-h,ity,authority,"m , shall have Power and ",Authoritie, from tyme to tyme to tax
PENN,stat-1600-e2-h,ity,authority, have all such power and ,authoritie," , and shall doe and exec"
PENN,stat-1600-e2-h,ity,authority,ent assembled and by the ,authoritie," of the same , That no Ly"
PENN,stat-1600-e2-h,ity,authority,t further enacted by the ,authoritie," aforesaide , That no But"
PENN,stat-1600-e2-p2,ity,authority,therefore enacted by the ,authoritie," aforesaid , That if they"
PENN,stat-1600-e2-p2,ity,authority," Parliament , and by the ",authoritie," of the same , That all s"
PENN,stat-1600-e2-p2,ity,authority, : Bee it enacted by the ,Authoritie, of this p~sent Parliamen
PENN,stat-1600-e2-p2,ity,authority,therefore enacted by the ,authoritie," aforesaid , That every l"
PENN,stat-1600-e2-p2,ity,authority,t further enacted by the ,authoritie," aforesaid , That if the "
PENN,stat-1600-e2-p2,ity,authority,ent assembled and by the ,Authoritie," of the same , That all L"
PENN,stat-1600-e2-p2,ity,authority,d and established by the ,authoritie," aforesaid , That before "
PENN,stat-1600-e2-p2,ity,authority,d and established by the ,authoritie," aforesaid , That the Jus"
PENN,stat-1600-e2-p2,ity,authority," Correccion , shall have ",authoritie, by this p~sent Acte to l
PENN,stat-1600-e2-p2,ity,authority,"t , shall have Power and ",Authoritie, to sett such Rogues Vaga
PENN,stat-1600-e2-p2,ity,authority,t further enacted by the ,authoritie," aforesaid , That the sai"
PENN,stat-1600-e2-p2,ity,authority,d and established by the ,Authoritie, of this p~sent Parliamen
PENN,stat-1620-e2-p2,ity,authority,ent assembled and by the ,Authoritie," of the same , That no Ca"
PENN,stat-1620-e2-p2,ity,authority,abridge or take away the ,Authoritie, of the Court~ Eccl~iasti
PENN,stat-1620-e2-p2,ity,authority, declared and enacted by ,authoritie," of Parliament , that no "
PENN,stat-1620-e2-p2,ity,authority," of this Realme , And by ",Authoritie, of Parliament holden in 
PENN,stat-1620-e2-p2,ity,authority,e . And whereas alsoe by ,authoritie, of Parliament in the fiv
PENN,stat-1620-e2-p2,ity,authority,e by Martiall law and by ,authoritie, of such Co~missions as a
PENN,stat-1620-e2-p2,ity,authority,ent assembled and by the ,Authoritie," of the same , That in ca"
PENN,stat-1620-e2-p2,ity,authority,issioners with power and ,authoritie, to p~ceed within the lan
PENN,stat-1620-e2-p2,ity,authority,telie and uppon his owne ,Authoritie, take uppon him or them t
PENN,stat-1620-e2-p2,ity,authority,ent shall uppon his owne ,Authoritie, not being thereunto lawf
PENN,stat-1620-e2-p2,ity,authority,And be it enacted by the ,Authoritie," aforesaid , That if any "
PENN,stat-1620-e2-p2,ity,authority,"f , be it enacted by the ",Authoritie, of this p~sent Parliamen
PENN,stat-1640-e2-p2,ity,authority,lared and Enacted by the ,Authoritie, aforesaid That all and e
PENN,stat-1600-e2-h,ity,authority, and that all Powers and ,Authorities, either of Imprisonment 
PENN,stat-1580-e2-p2,ity,authority, and be it enacted by the ,authority," aforesaid , That it shal"
PENN,stat-1580-e2-p2,ity,authority,ur Sovereigne Lady by the ,authority, of this present Parliame
PENN,stat-1580-e2-p2,ity,authority,"teous liberality , by the ",Authority, of this present Parliame
PENN,stat-1580-e2-p2,ity,authority, and be it enacted by the ,Authority, of this present Parliame
PENN,stat-1580-e2-p2,ity,authority, $be {TEXT:shalbe} by the ,authority, of this present Parliame
PENN,stat-1580-e2-p2,ity,authority,that it be enacted by the ,authority, of this present Parliame
PENN,stat-1640-e2-p2,ity,authority,eafter to be assembled by ,authority, of this Act as aforesaid
PENN,stat-1640-e2-p2,ity,authority, thereby giving power and ,authority, to him or them to take a
PENN,stat-1640-e2-p2,ity,authority,ny Order Warrant Power or ,Authority, save onely of the Court 
PENN,stat-1640-e2-p2,ity,authority,eafter to be assembled by ,authority, of this Act as aforesaid
PENN,stat-1640-e2-p2,ity,authority,r enacted and declared by ,authority, of this present Parliame
PENN,stat-1640-e2-p2,ity,authority,ithout election return or ,authority," . STAT-1640-E2-P2,5,57.4"
PENN,stat-1640-e2-p2,ity,authority,bee assembled and held by ,authority, of this p~sent Act and s
PENN,stat-1640-e2-p2,ity,authority,ns by the advice assent & ,authority, aforesaid Doe give and g
PENN,stat-1640-e2-p2,ity,authority,ny order warrant power or ,authority, save onely by Writ of Er
PENN,stat-1640-e2-p2,ity,authority,after to bee assembled by ,authority, of this Act and every me
PENN,stat-1640-e2-p2,ity,authority,ment assembled and by the ,Authority, of the same That the sai
PENN,stat-1640-e2-p2,ity,authority,ment assembled and by the ,authority, of the same give and gra
PENN,stat-1640-e2-p2,ity,authority,ment assembled and by the ,authority, of the same give and gra
PENN,stat-1640-e2-p2,ity,authority,ment assembled and by the ,authority, of the same give and gra
PENN,stat-1640-e2-p2,ity,authority,ment assembled and by the ,authority, of the same Doe give and
PENN,stat-1640-e2-p2,ity,authority,t $further enacted by the ,authority, aforesaid that all Grant
PENN,stat-1640-e2-p2,ity,authority,it further enacted by the ,Authority, aforesaid that the said 
PENN,stat-1640-e2-p2,ity,authority,nacted accordingly by the ,authority, of this p~sent Parliamen
PENN,stat-1570-e2-p1,ity,authority,enacted by the ,Aucthoritee, aforesaid
PENN,stat-1620-e2-p2,ity,charity,the Name or Colour of any ,Charitie, Benevolence or Almes towa
PENN,stat-1570-e2-p1,ity,city,itie of London or any other ,Citie, where lyke Order is for th
PENN,stat-1570-e2-p1,ity,city,nt Rates or Customes of the ,Citie, of London or any other Cit
PENN,stat-1600-e2-h,ity,city,ie of or neere to the saide ,Citie, Borough Towne Corporate or
PENN,stat-1600-e2-h,ity,city,"itam=t=~ , within the saide ",Citie, Borough Towne Corporate an
PENN,stat-1600-e2-h,ity,city,the Inhabitant~ of any such ,Citie, Burrough Towne Corporate o
PENN,stat-1600-e2-h,ity,city, Rates made within any such ,Citie, Borough Towne Corporate or
PENN,stat-1600-e2-h,ity,city,o be holden within the same ,Citie, Borough Towne Corporate or
PENN,stat-1600-e2-h,ity,city,itinge and dwellinge in any ,Citie, Towne Corporate Market Tow
PENN,stat-1600-e2-h,ity,city,r other Head Officer of any ,Citie, Borough Towne Corporate pr
PENN,stat-1600-e2-h,ity,city,uch Infection be out of any ,Citie, Borough Towne Corporate pr
PENN,stat-1600-e2-h,ity,city,Justices of Peace of everie ,Citie, Borough Towne Corporate an
PENN,stat-1620-e2-p2,ity,city,"ons , not inhabiting in the ",Citie," , Towne corporate , Market"
PENN,stat-1620-e2-p2,ity,city, Officer or Officers of the ,Citie, Borough Towne Parish or Ha
PENN,stat-1620-e2-p2,ity,city,nhabited and dwelled in the ,Citie," , Towne corporate , Market"
PENN,stat-1620-e2-p2,ity,city,ll Sessions for the Countie ,Citie, Borough or Franchise he sh
PENN,stat-1580-e2-p2,ity,city,"anner of wise corporated , ",Cities, Boroughs Shires Ridings Hu
PENN,stat-1580-e2-p2,ity,city,Subjects Bodies Corporated ,Cities, Boroughes Shires Ridings H
PENN,stat-1600-e2-h,ity,city,inge and handicraftsmen in ,Cities, and Townes Corporate and M
PENN,stat-1600-e2-h,ity,city, the Inhabitant~ of divers ,Cities, Boroughes Townes Corporate
PENN,stat-1600-e2-h,ity,city,ie for the reliefe of such ,Cities, Boroughes Townes Corporate
PENN,stat-1600-e2-h,ity,city,"and Constables , aswell of ",Cities, and Townes Corporate as in
PENN,stat-1600-e2-h,ity,city,"ces infected , in the same ",Cities, Boroughes and Townes Corpo
PENN,stat-1640-e2-p2,ity,city,s thereupon issued to such ,Cities, Cinque Ports and Boroughs 
PENN,stat-1640-e2-p2,ity,city,t shall come unto the said ,Cities, Cinque Ports and Boroughs 
PENN,stat-1640-e2-p2,ity,city,he severall and respective ,Cities, and Boroughs within theire
PENN,stat-1640-e2-p2,ity,city,place aforesaid Which said ,Cities, Cinque Ports and Boroughs 
PENN,stat-1640-e2-p2,ity,city,said Counties Universities ,Cities, and Buroughs respectively 
PENN,stat-1640-e2-p2,ity,city,harging of the Ports Towns ,Cities, Boroughs and Counties of t
PENN,stat-1640-e2-p2,ity,city,said Counties Universities ,Cities, and Boroughs as aforesaid 
PENN,stat-1640-e2-p2,ity,city,tive Counties Universities ,Cities, and Boroughs next after th
PENN,stat-1640-e2-p2,ity,city,tive Counties Universities ,Cities, and Boroughs as aforesaid 
PENN,stat-1640-e2-p2,ity,city,the said severall Counties ,Cities, Cinque Ports and Boroughs 
PENN,stat-1640-e2-p2,ity,city,ll and respective Counties ,Cities, and Boroughs of England an
PENN,stat-1640-e2-p2,ity,city, and for the said Counties ,Cities, Cinque Ports and Boroughs 
PENN,stat-1640-e2-p2,ity,city,ll and respective Counties ,Cities, and Boroughs of England an
PENN,stat-1640-e2-p2,ity,city, and for the said Counties ,Cities, Cinque Ports and Boroughs 
PENN,stat-1640-e2-p2,ity,city,ll and respective Counties ,Cities, and Boroughs of England an
PENN,stat-1620-e2-p2,ity,city,nd p~secuted in the Countie ,City, or Towne Corporate where su
PENN,stat-1640-e2-p2,ity,city,soever then the said County ,City, Cinque Port or Borough shal
PENN,stat-1640-e2-p2,ity,city,"P2,5,56.30 and every County ",City, Cinque Port and Borough tha
PENN,stat-1640-e2-p2,ity,city,ectively in each University ,City, and Borough that shall be a
PENN,stat-1640-e2-p2,ity,city,me of the Lord Maior of the ,City, of London for the time bein
PENN,stat-1640-e2-p2,ity,city, the use and behoofe of the ,City, of London and the other fou
PENN,stat-1640-e2-p2,ity,city,d for the Lord Maior of the ,City, of London next succeeding i
PENN,stat-1640-e2-p2,ity,city,e thousand Pounds and every ,City, which is noe County twoe hu
PENN,stat-1570-e2-p1,ity,city,Sheryffes and Bayliffes of ,Cyties," , shall also have full Pow"
PENN,stat-1620-e2-p2,ity,comformity,Statutes made concerning ,Conformitie, in other Cases required
PENN,stat-1620-e2-p2,ity,comformity,hall so contynue in such ,Conformitie, and Obedience according
PENN,stat-1590-e2-h,ity,commodity,itable and necessarie a Co~,moditie, ; It may please your Maje
PENN,stat-1640-e2-p2,ity,commodity,oollen Cloath and Woolen ,Comodities, knowne by the name of th
PENN,stat-1590-e2-h,ity,commodity,"e Kersies or Dozens , a Co~",modity, heretofore in great Reques
PENN,stat-1580-e2-p2,ity,conformity,d continue in such their ,conformity, and due obedience to her
PENN,stat-1620-e2-p2,ity,conformity,~ made for or concerning ,Conformity, in other Cases required 
PENN,stat-1570-e2-p2,ity,dignity,the Royall Style Tytle or ,Dignitie, of the Crowne or Realme o
PENN,stat-1570-e2-p2,ity,dignity,", or the Stile , Title or ",Dignitie, thereof at anye tyme in S
PENN,stat-1570-e2-p2,ity,dignity,and Realme Style Tytle or ,Dygnitie," , or shall not after any "
PENN,stat-1580-e2-p2,ity,dignity,nst her Highnes her Crowne ,Dignity, Prerogative Lawes or Stat
PENN,stat-1590-e2-h,ity,diversity,no Weaver shall use any div~,sitie, in the bignes or goodnes o
PENN,stat-1590-e2-h,ity,enormity,d dispeopled ; The w=ch= ,Enormyties, and Defect~ her Majestie
PENN,stat-1640-e2-p2,ity,equality,e of Commons by reason of ,equality, of voices or misdemeanour
PENN,stat-1620-e2-p2,ity,equity, any Suite in any Court of ,Equitie, or to be Co~mittee of any
PENN,stat-1640-e2-p2,ity,immorality,ledges jurisdictions and ,immunities, as any Parliament summon
PENN,stat-1600-e2-h,ity,infirmity,r or theire Sicknesse or ,Infirmitie," , by force of the Statut"
PENN,stat-1580-e2-p2,ity,liberality,Highnes of her bounteous ,liberality," , by the Authority of th"
PENN,stat-1570-e2-p2,ity,moiety,"s Goodes , whereof the one ",Moitie, to the Quenes Ma=tie= the 
PENN,stat-1600-e2-p2,ity,moiety,} admitted ; And the other ,Moitie, thereof to be ymployed and
PENN,stat-1600-e2-p2,ity,moiety,"ll English Money , the One ",Moitie, thereof to be unto him or 
PENN,stat-1600-e2-h,ity,necessity,"ple so infected , who of ",necessitie, muste be by some charita
PENN,stat-1600-e2-h,ity,necessity,nto them for the present ,necessitie, shall seeme good in thei
PENN,stat-1570-e2-p2,ity,possibility,Right Title Interest or ,Possibilitie, in Succession or Inheri
PENN,stat-1570-e2-p2,ity,possibility, clayme any Interest or ,Possibilitie, in or to the Crowne of 
PENN,stat-1570-e2-p2,ity,possibility,ccession Inheritance or ,Possibilitie, in or to the Crowne or 
PENN,stat-1620-e2-p2,ity,privity, any other for him by his ,privitie, or consent shall after th
PENN,stat-1620-e2-p2,ity,prosperity,of your Majestie and the ,prosperitie, of this Kingdome . STAT
PENN,stat-1580-e2-p2,ity,quality,n their Kinds Natures and ,Qualities," , by Words and Termes th"
PENN,stat-1600-e2-h,ity,quantity, are not able by greater ,Quantities, to make theire p~vision 
PENN,stat-1640-e2-p2,ity,quantity,or every lesse or greater ,quantity, for any the same merchand
PENN,stat-1600-e2-p2,ity,security,overnor giving sufficient ,Securitie, for the contynuance and 
PENN,stat-1580-e2-p2,ity,severity, to their Deserts and the ,Severitie, of her Lawes ; And havin
PENN,stat-1600-e2-h,ity,tranquility,nd the co~mon Peace and ,Tranquilitie," of this Realme , may fr"
PENN,stat-1580-e2-p2,ity,uniformity, her Ma=ties= Raigne for ,Uniformitie," of Co~mon Prayer , and "
PENN,stat-1580-e2-p2,ity,uniformity,"ies Reign , touching the ",uniformity, of Common Prayer and the
PENN,stat-1620-e2-p2,ity,university,ry Abby Nunnery Popish Univ~,sitie, Colledge or Schoole or Hou
PENN,stat-1590-e2-h,ity,university,"es , and by the greate div~",sities, in the spynnynge cardinge 
PENN,stat-1600-e2-h,ity,university,f either of the saide Univ~,sities, to be from tyme to tyme in
